ts,wind_speed,wind_direction,wind_gust
1366200000,3.21137,242.55722,3.1
1366210800,3.28221,229.076813,3.1
1366221600,5.829279,202.385483,5.6
1366232400,6.153251,194.397583,6.8
1366243200,5.531148,190.416031,6.5
1366254000,4.726616,183.031906,5.5
1366264800,3.837187,189.904175,4
1366275600,2.573869,247.619858,1.9
1366286400,2.869233,292.54306,3.3
1366297200,2.652433,297.627747,2.2
1366308000,1.528398,276.009003,2
1366318800,2.099905,229.635452,2.5
1366329600,2.144062,214.357132,2.5
1366340400,2.150581,199.277481,2.5
1366351200,2.086073,225.582642,1.7
1366362000,2.710166,285.625946,2.1
1366372800,3.406186,308.922516,4
1366383600,2.76552,313.681396,3.4
1366394400,1.59088,289.460022,2.1
1366405200,3.245751,219.624756,3.7
1366416000,3.259033,213.104935,3.6
1366426800,4.141654,196.553497,4.6
1366437600,4.848093,205.930801,4.4
1366448400,3.746692,215.768784,5.3
1366459200,3.16242,207.699478,5.5
1366470000,5.952495,173.149582,7.3
1366480800,5.029294,188.806793,5.9
1366491600,5.427412,197.366623,6.2
1366502400,4.923058,201.196274,5.7
1366513200,4.677061,198.706116,5.4
1366524000,3.962474,206.047729,4.3
1366534800,3.871563,245.752014,3.5
1366545600,3.5224,267.884918,4
1366556400,2.654148,253.135345,3.9
1366567200,3.158259,221.919785,2.8
1366578000,3.77828,216.172302,4
1366588800,4.026313,200.95578,4.6
1366599600,4.430361,198.557632,5.1
1366610400,3.932353,208.063919,3.8
1366621200,3.71194,243.089798,3
1366632000,3.777632,266.357452,3.8
1366642800,3.742098,250.160797,4.1
1366653600,3.564267,225.909378,3.8
1366664400,5.281856,204.138718,6.2
1366675200,5.314979,182.480194,6.2
1366686000,5.457765,175.375839,6.4
1366696800,5.53572,187.368942,6.3
1366707600,5.500909,207.030869,5.4
1366718400,5.336338,214.077194,5.2
1366729200,6.324058,205.876236,6.4
1366740000,5.412255,186.258362,6.8
1366750800,5.081388,176.163422,6.5
1366761600,5.013432,171.627457,5.9
1366772400,4.498722,176.43161,5.1
1366783200,4.344801,196.307678,5
1366794000,3.969647,227.143753,3.5
1366804800,3.52115,234.594742,3.2
1366815600,4.472863,218.919876,4.9
1366826400,4.858447,187.212784,7.4
1366837200,5.248285,171.453033,7.3
1366848000,5.601151,170.234985,6.9
1366858800,6.03523,166.976929,7.2
1366869600,5.889822,183.309326,7.2
1366880400,6.229743,206.811829,6.4
1366891200,5.319925,213.032898,5.1
1366902000,5.186607,204.48967,5.9
1366912800,5.827401,184.428864,9
1366923600,6.497207,163.824448,9.3
1366934400,5.576065,166.412338,6.7
1366945200,4.869671,171.021255,5.7
1366956000,4.881086,189.79039,6.2
1366966800,4.438423,229.202667,4
1366977600,3.080585,252.623795,2.3
1366988400,2.471214,286.454956,1.6
1366999200,2.133776,248.846817,2.8
1367010000,4.435966,182.972061,5.8
1367020800,4.463239,182.182861,5.6
1367031600,4.14566,192.963547,5
1367042400,3.216224,217.546875,3.8
1367053200,3.239661,274.425842,3
1367064000,3.460708,299.231506,3.4
1367074800,3.139697,297.299561,2.6
1367085600,2.315794,263.304626,3
1367096400,2.595997,213.690063,3.3
1367107200,4.057437,203.532349,4.9
1367118000,4.221671,198.220352,5.1
1367128800,3.74012,204.989136,4.3
1367139600,3.529192,251.154343,2.8
1367150400,4.857829,258.481873,3.3
1367161200,2.882256,237.467834,2.7
1367172000,2.315016,203.686066,3.3
1367182800,4.228782,200.920776,5.4
1367193600,5.075608,191.708435,6.1
1367204400,4.820374,180.713196,5.8
1367215200,4.78953,200.023987,5.3
1367226000,4.537852,227.768768,4.2
1367236800,4.360379,231.237595,4
1367247600,4.67953,205.031693,5.8
1367258400,3.691734,186.220215,5.6
1367269200,4.910662,185.257813,6.2
1367280000,4.7746,171.326828,5.8
1367290800,5.244273,172.549759,6.8
1367301600,5.314922,190.844803,6.3
1367312400,5.12606,214.589127,5.4
1367323200,4.087273,215.439911,5.1
1367334000,3.758218,214.155182,6.2
1367344800,2.466414,188.392929,4.8
1367355600,4.890481,164.827087,8.2
1367366400,5.447724,164.126831,8.1
1367377200,5.470987,167.437119,7.3
1367388000,5.805049,191.426071,7.5
1367398800,5.18521,218.107574,5.6
1367409600,3.542781,230.153015,3.5
1367420400,3.043846,227.662994,4
1367431200,0.872066,183.945175,1.7
1367442000,3.717338,186.952957,4.8
1367452800,5.181834,183.87291,6.7
1367463600,5.404091,184.138489,7
1367474400,5.045364,201.632706,5.9
1367485200,3.598055,238.872391,3.4
1367496000,2.645147,249.646774,2.1
1367506800,2.418533,236.638458,2.2
1367517600,3.863742,194.53978,5
1367528400,3.5007,181.145752,4.4
1367539200,3.30106,184.691574,4.1
1367550000,3.57035,179.197601,4.5
1367560800,3.286944,209.528671,3.8
1367571600,2.339081,242.777664,1.8
1367582400,2.059951,279.78241,1.6
1367593200,2.276686,229.453293,2
1367604000,4.504098,193.480896,5.5
1367614800,4.6265,191.722824,5.9
1367625600,4.631911,174.424789,5.8
1367636400,4.719714,164.137985,5.6
1367647200,3.963647,182.458145,4.8
1367658000,4.019764,220.86412,3.8
1367668800,3.989637,242.535767,3
1367679600,3.563846,239.477402,3.6
1367690400,3.383785,214.159698,4.2
1367701200,3.779273,191.75592,4.7
1367712000,4.880093,180.352234,6.5
1367722800,5.34627,169.110428,6.6
1367733600,5.485554,191.781067,7
1367744400,4.392004,216.948166,4.4
1367755200,3.730965,240.274155,3.1
1367766000,4.028896,245.979752,4
1367776800,3.156343,220.502838,4.1
1367787600,5.676196,186.473969,9
1367798400,5.422121,172.049225,7
1367809200,5.23768,175.290863,6.4
1367820000,5.115311,192.188629,6.5
1367830800,5.306986,214.947784,5.2
1367841600,4.38543,231.666656,3.7
1367852400,4.669914,238.931046,4.4
1367863200,3.875177,225.627304,5.4
1367874000,5.736898,184.398712,8.3
1367884800,5.384143,175.846146,7
1367895600,5.394849,175.74791,6.8
1367906400,5.391196,188.641129,6.7
1367917200,6.061229,207.833389,6.4
1367928000,4.996609,217.764359,5.3
1367938800,4.736687,220.719376,5.8
1367949600,4.05475,210.042847,6.5
1367960400,5.26077,179.019745,7.3
1367971200,5.018456,175.084656,6.5
1367982000,5.208733,171.387634,6.7
1367992800,4.246045,190.860046,5.1
1368003600,2.408402,245.989212,2.3
1368014400,2.280899,297.12677,3.1
1368025200,3.541765,303.600342,3.9
1368036000,2.67421,266.784515,3.3
1368046800,2.297063,237.624451,2.9
1368057600,3.350373,217.724991,4.1
1368068400,3.367566,209.533844,4.1
1368079200,4.174326,214.261093,4.4
1368090000,3.207055,252.582031,2
1368100800,4.132263,296.44104,3.8
1368111600,4.524621,304.919403,3.6
1368122400,3.16242,275.07962,3.9
1368133200,4.728308,217.524261,5.7
1368144000,4.593038,199.855225,5.5
1368154800,3.951759,187.26889,4.8
1368165600,3.193305,210.902222,3.4
1368176400,2.830636,289.395111,2.5
1368187200,4.42685,315.732178,4.1
1368198000,5.261578,321.017059,4.7
1368208800,2.777139,320.405762,3.6
1368219600,2.276071,300.057098,2.9
1368230400,3.034864,220.724167,3.7
1368241200,4.06989,207.194656,4.9
1368252000,2.245017,243.549088,2.3
1368262800,3.754464,308.945801,3.2
1368273600,4.815184,327.03598,5.5
1368284400,4.688123,322.714569,4.9
1368295200,3.335416,319.864502,4.3
1368306000,2.341388,313.442505,3
1368316800,1.573054,290.854462,2.1
1368327600,3.889319,203.005157,4.6
1368338400,4.620822,200.788254,4.4
1368349200,3.947708,223.15239,3.3
1368360000,3.154251,239.939697,4
1368370800,3.381952,195.433426,4.5
1368381600,5.231147,186.255524,5.4
1368392400,4.981215,199.34433,5.8
1368403200,4.527118,214.743179,5.4
1368414000,4.02866,222.082352,4.6
1368424800,2.028522,234.429489,2.1
1368435600,2.741678,293.198578,2.9
1368446400,4.284168,323.638306,4.7
1368457200,5.516421,336.269531,5.4
1368468000,4.323795,350.145538,5.5
1368478800,3.814354,351.253845,4.9
1368489600,1.784657,318.17984,2.4
1368500400,2.277828,257.061951,2.7
1368511200,2.632299,272.394989,2.6
1368522000,4.256113,311.857117,5
1368532800,4.302976,2.130953,9.7
1368543600,1.771581,59.091709,6.8
1368554400,0.769675,204.567169,1.7
1368565200,3.190439,204.637177,3.8
1368576000,4.453818,191.133331,5.3
1368586800,5.647415,188.861862,6.4
1368597600,5.774704,195.672821,5.9
1368608400,5.242948,211.507278,5.6
1368619200,4.252646,218.891266,5.4
1368630000,4.780889,203.025497,5
1368640800,5.902415,196.132065,6.6
1368651600,6.027421,198.074219,7.1
1368662400,5.970545,201.106415,6.8
1368673200,5.454329,190.67128,6.4
1368684000,4.623127,187.832138,5.2
1368694800,4.127808,212.535065,4.1
1368705600,3.691124,224.780472,4.3
1368716400,5.652362,216.221146,6.2
1368727200,5.563569,201.399811,7
1368738000,5.350935,181.070816,7.2
1368748800,5.541065,176.37851,6.8
1368759600,5.407032,174.268311,6.5
1368770400,4.31677,186.384155,5.1
1368781200,3.940012,212.036224,4
1368792000,3.535774,218.685104,3.8
1368802800,5.394071,203.142792,5.9
1368813600,5.452971,185.261017,7.3
1368824400,5.920354,171.158188,8.1
1368835200,5.61749,167.769897,7
1368846000,5.627504,166.852753,6.9
1368856800,4.834956,184.507767,5.9
1368867600,4.88774,210.762711,5
1368878400,5.502291,210.106522,5.7
1368889200,6.201363,198.814774,7.4
1368900000,6.18182,178.609604,9
1368910800,6.751866,170.537674,10
1368921600,6.558567,166.599411,8.9
1368932400,6.471854,164.954529,8.2
1368943200,6.030299,180.570084,7.9
1368954000,6.24772,200.813644,6.6
1368964800,5.3079,215.336914,5.4
1368975600,5.401787,212.218994,6.3
1368986400,5.012315,202.523148,7.6
1368997200,4.616774,183.104111,6.5
1369008000,3.791899,178.186493,4.8
1369018800,5.826732,177.245621,8.1
1369029600,7.039957,188.084061,8.4
1369040400,7.667816,201.177002,7.8
1369051200,8.225144,205.723892,8.6
1369062000,8.812065,196.481262,10.8
1369072800,7.681178,184.255676,10.6
1369083600,7.02314,178.28653,10.9
1369094400,6.3937,175.065201,9.5
1369105200,6.136392,172.22641,8
1369116000,6.160811,180.930054,7.7
1369126800,6.887859,199.066284,7.4
1369137600,6.800265,202.114334,6.9
1369148400,7.210617,199.188797,7.9
1369159200,6.177394,188.471146,8.3
1369170000,5.832161,173.106506,8.2
1369180800,5.99544,168.258987,7.9
1369191600,5.924567,164.532837,7.4
1369202400,4.845462,177.279312,5.8
1369213200,3.564323,216.098282,2.9
1369224000,2.67959,248.317719,2
1369234800,2.651358,254.915466,1.7
1369245600,2.983974,221.059479,3.9
1369256400,4.921788,187.471558,6.7
1369267200,5.15198,168.581024,6.3
1369278000,5.477591,167.130829,6.6
1369288800,4.26203,184.305908,5.3
1369299600,3.30312,218.361816,2.9
1369310400,2.153532,251.312653,1.9
1369321200,2.253908,257.443634,2.6
1369332000,1.951666,224.584824,2.7
1369342800,3.537358,185.67836,4.6
1369353600,4.608221,170.12886,5.6
1369364400,4.913858,165.62439,5.8
1369375200,4.332124,188.896988,5.7
1369386000,3.870465,217.758133,4
1369396800,3.384346,230.996475,3.6
1369407600,3.926894,219.730835,5.1
1369418400,4.640388,191.939529,6.8
1369429200,6.131248,175.228592,8.6
1369440000,6.550374,168.99884,8.5
1369450800,6.340576,164.166321,8.1
1369461600,6.372542,181.618607,8.2
1369472400,7.895176,199.766098,8.7
1369483200,7.759961,205.739517,8.1
1369494000,7.851178,205.096252,8.9
1369504800,7.242576,187.53714,9.9
1369515600,7.123651,175.329865,9.7
1369526400,7.022001,171.235229,9.2
1369537200,6.141213,175.236359,8
1369548000,5.790138,193.076202,6.9
1369558800,6.119452,207.86319,6.7
1369569600,6.350598,210.886398,7.7
1369580400,6.238021,194.103073,7.2
1369591200,6.707585,192.834564,8.5
1369602000,6.91643,189.067368,9.4
1369612800,6.860466,179.331863,9.2
1369623600,6.974159,175.229538,8.9
1369634400,6.587298,182.697342,8.2
1369645200,8.057077,194.225967,8.7
1369656000,9.607002,195.888046,10.7
1369666800,9.465263,195.063995,11.8
1369677600,7.911826,178.768799,11
1369688400,7.825113,168.948547,11.5
1369699200,7.989806,168.521301,11.3
1369710000,7.623156,165.489807,10.5
1369720800,7.509621,177.099503,10
1369731600,8.172741,188.159851,10.5
1369742400,7.863822,190.18103,9.3
1369753200,8.833827,186.891708,10.6
1369764000,6.564762,177.81752,9.2
1369774800,5.721582,167.688431,7.9
1369785600,5.580797,166.212769,7
1369796400,5.785646,167.11673,6.9
1369807200,5.074771,182.48465,6.5
1369818000,4.844842,202.064941,5.5
1369828800,4.150229,214.99202,5
1369839600,3.159051,211.274796,4.6
1369850400,3.421301,188.911682,4.6
1369861200,3.414396,191.145386,4.5
1369872000,2.430329,180.943054,3.1
1369882800,2.121509,182.161087,2.7
1369893600,0.904268,231.736008,1.2
1369904400,2.40973,288.886078,1.6
1369915200,3.458627,303.32251,3.8
1369926000,3.59117,296.279663,3.5
1369936800,2.416795,234.600113,3.3
1369947600,5.601089,191.430298,8.1
1369958400,5.400148,180.424408,6.8
1369969200,4.972263,181.728729,6.2
1369980000,5.141644,200.373459,6.2
1369990800,5.536244,213.058578,6.1
1370001600,5.942542,226.772873,6.1
1370012400,4.81453,238.1586,5.3
1370023200,3.378535,212.796371,4.5
1370034000,3.522783,177.722397,4.4
1370044800,3.460015,179.834396,4.3
1370055600,3.330736,178.795761,4.2
1370066400,3.266956,193.993713,4.1
1370077200,5.124451,216.109573,5.2
1370088000,6.716918,215.180695,6.7
1370098800,7.99528,203.358566,9.3
1370109600,6.835737,182.347565,9.7
1370120400,6.66967,170.594162,9.4
1370131200,6.6382,165.96376,8.5
1370142000,6.559154,166.959549,8.2
1370152800,5.330938,178.925156,6.9
1370163600,3.758098,213.605499,3.9
1370174400,2.585363,242.344681,2.3
1370185200,1.922082,257.988525,1.8
1370196000,1.297999,213.690063,1.9
1370206800,2.520496,190.284515,3.3
1370217600,2.8956,183.56398,3.7
1370228400,2.781798,182.06012,3.5
1370239200,2.115136,201.348694,2.7
1370250000,2.825119,266.550171,2.3
1370260800,3.804892,285.86264,3.1
1370271600,3.985022,267.12323,4.2
1370282400,6.290628,208.276077,8.3
1370293200,6.621088,178.961517,8.8
1370304000,6.576846,177.385574,8.4
1370314800,6.631478,178.790314,8.5
1370325600,6.342626,189.803894,7.4
1370336400,6.536,210.527771,6.9
1370347200,7.587022,218.954651,7.6
1370358000,8.411338,209.094299,9.3
1370368800,7.453992,189.10849,10.1
1370379600,7.057054,171.525436,9.4
1370390400,6.352991,175.124008,8.1
1370401200,6.689469,172.354416,8.3
1370412000,6.445727,184.003296,7.9
1370422800,6.800772,202.568024,7.2
1370433600,8.217889,205.13063,8
1370444400,8.390358,205.862625,9.7
1370455200,6.858003,186.783035,9.6
1370466000,7.05022,173.157227,9.3
1370476800,6.838165,174.797989,8.8
1370487600,7.610473,171.15654,9.7
1370498400,7.580105,180.302353,9.3
1370509200,7.393754,190.914795,8.1
1370520000,7.675474,199.166748,7.3
1370530800,7.916881,204.396042,7.9
1370541600,5.943475,183.858963,8.4
1370552400,6.60446,167.584122,9.5
1370563200,6.494005,167.911407,8.8
1370574000,6.415801,167.76178,8.2
1370584800,5.539134,184.763641,7.6
1370595600,6.467704,200.452347,7.5
1370606400,7.88432,208.482864,9.2
1370617200,9.865419,199.665543,12
1370628000,6.599735,184.431992,10.8
1370638800,6.074249,172.336792,9
1370649600,6.305061,171.150192,8.5
1370660400,5.701403,170.306381,7.1
1370671200,4.337211,183.304398,5.6
1370682000,3.644448,220.771805,5.2
1370692800,4.135626,237.040009,5
1370703600,2.751382,254.397858,3
1370714400,1.948589,246.724197,2.7
1370725200,1.358565,195.366089,2
1370736000,1.135694,219.999359,1.7
1370746800,0.31241,219.805573,1.1
1370757600,1.471394,297.087494,2.1
1370768400,3.315494,329.955048,6.6
1370779200,2.145367,20.462273,6.5
1370790000,2.286329,161.644302,4.3
1370800800,7.682513,189.817886,8.9
1370811600,7.054134,188.313889,9
1370822400,6.750474,180.679031,9
1370833200,6.835854,170.909714,8.6
1370844000,6.75003,180.169769,8.3
1370854800,7.296362,194.931412,7.9
1370865600,7.510699,200.172119,7.6
1370876400,7.521981,197.085938,7.6
1370887200,6.077738,185.476089,8.7
1370898000,6.312187,172.627289,8.7
1370908800,6.253743,170.612991,8
1370919600,6.354038,170.671097,7.7
1370930400,5.460009,180.104935,6.7
1370941200,5.188111,205.824203,5.1
1370952000,4.9089,217.967117,4.6
1370962800,5.792133,212.592575,6.3
1370973600,5.708538,192.64856,7.9
1370984400,4.859239,171.836548,6.2
1370995200,4.747884,170.299606,5.8
1371006000,4.608514,176.516739,5.5
1371016800,3.623534,193.729446,4.5
1371027600,4.056908,222.102692,4.5
1371038400,3.453375,246.627136,5.3
1371049200,2.351723,272.193237,4.6
1371060000,2.151883,222.363251,3
1371070800,5.256558,190.412079,7.2
1371081600,5.050634,179.092422,6.2
1371092400,5.412661,176.080307,6.6
1371103200,5.081781,188.943329,5.9
1371114000,4.570175,216.368423,3.5
1371124800,4.177667,231.511551,4
1371135600,5.480556,214.067001,5.6
1371146400,6.421371,192.044891,7.5
1371157200,6.188804,176.94342,8.3
1371168000,5.958096,171.992294,7.7
1371178800,5.987462,170.773666,7.2
1371189600,5.596044,182.66301,6.5
1371200400,5.906234,202.91835,5.6
1371211200,5.77149,210.163544,5.1
1371222000,7.25772,203.810196,7
1371232800,6.149033,187.945618,8.2
1371243600,6.420039,172.841782,8.5
1371254400,6.520429,169.930939,8.5
1371265200,6.846495,168.96907,8.4
1371276000,6.753266,178.218033,8.1
1371286800,6.80953,192.811722,7.1
1371297600,6.993118,199.549103,6.6
1371308400,8.032957,194.416824,8.3
1371319200,6.290032,179.81781,8.8
1371330000,6.558171,165.878998,9
1371340800,6.932453,166.825729,8.8
1371351600,7.131795,167.035492,8.6
1371362400,6.21421,176.124603,7.3
1371373200,6.618043,196.052429,6.6
1371384000,6.661179,203.255066,6.2
1371394800,7.801391,198.225937,7.9
1371405600,6.210443,183.32312,8.5
1371416400,6.169943,170.766678,8.6
1371427200,6.044403,168.355453,7.4
1371438000,5.920557,165.423904,7
1371448800,5.191387,181.324524,6
1371459600,4.866087,205.82782,4.5
1371470400,3.748626,226.297043,2.9
1371481200,4.638933,228.233124,4
1371492000,5.486073,203.52771,7.1
1371502800,5.440018,183.477783,7.4
1371513600,5.053395,173.409393,6.3
1371524400,5.003728,173.343689,6
1371535200,4.602022,188.623108,5.4
1371546000,4.036001,216.841507,3.8
1371556800,3.143963,248.740067,2.2
1371567600,4.153805,245.841446,3.6
1371578400,3.719489,225.435715,5
1371589200,4.475377,191.209503,6.3
1371600000,4.4,180,5.4
1371610800,4.160012,180.137726,5
1371621600,3.779153,203.716187,4.2
1371632400,3.184541,244.320068,2.6
1371643200,3.798065,275.590515,3.2
1371654000,3.892827,288.109131,2.9
1371664800,2.140864,288.519592,2.6
1371675600,1.935071,221.018799,2.5
1371686400,2.742353,197.179535,3.5
1371697200,3.58,180,4.3
1371708000,3.137292,208.770782,3.5
1371718800,2.912405,259.114471,2.4
1371729600,3.743007,290.323151,3.3
1371740400,4.363118,301.504272,3.1
1371751200,2.107938,290.842346,2.6
1371762000,2.816416,211.940689,3.6
1371772800,3.592172,189.776993,4.8
1371783600,4.273792,177.586151,5.3
1371794400,4.548285,200.865662,5.3
1371805200,4.157403,231.64151,3.4
1371816000,3.772347,263.760437,2.3
1371826800,3.84419,265.075439,2.4
1371837600,2.759438,243.992111,3.5
1371848400,4.18858,196.79097,5.5
1371859200,3.930318,179.271088,5
1371870000,3.940317,180.727066,4.9
1371880800,4.440102,202.232742,5.2
1371891600,3.480762,236.127319,2.5
1371902400,3.521718,271.789917,2.5
1371913200,3.760652,271.066559,2.3
1371924000,3.206571,243.115295,4
1371934800,3.197327,199.171646,4.1
1371945600,3.55,180,4.4
1371956400,3.898987,188.109314,4.9
1371967200,4.364825,206.388931,5.2
1371978000,3.535534,241.260208,2.5
1371988800,3.584034,279.96167,2.7
1371999600,3.611219,286.076172,2.4
1372010400,2.49002,270.230103,3.2
1372021200,4.074911,205.433121,5.6
1372032000,4.677232,183.186615,6
1372042800,4.471521,173.192841,5.3
1372053600,4.455974,193.100632,5.3
1372064400,5.118066,216.578827,5.1
1372075200,4.770849,234.211029,5.4
1372086000,5.490228,226.918976,6.7
1372096800,3.360134,217.381439,4.8
1372107600,5.33,180,7.6
1372118400,5.37643,175.519562,6.9
1372129200,4.926469,174.057953,5.9
1372140000,4.56607,190.473206,5.7
1372150800,5.3956,212.511917,5.5
1372161600,4.934744,222.12529,5
1372172400,5.531763,218.983322,6.3
1372183200,5.037589,198.758652,7.9
1372194000,5.913654,173.884506,8.2
1372204800,6.097417,168.266205,7.8
1372215600,5.989533,167.170303,7.4
1372226400,5.708424,183.113022,7.6
1372237200,6.332425,202.271866,6.3
1372248000,5.070749,220.601288,4.3
1372258800,4.440834,237.13298,4.3
1372269600,4.555974,204.371094,6.7
1372280400,5.830969,173.204056,8.2
1372291200,5.554098,168.366364,7.1
1372302000,5.43634,168.648727,6.4
1372312800,4.900459,183.74408,6
1372323600,4.894773,210.441803,4.2
1372334400,3.743274,243.845673,2.3
1372345200,4.308004,244.862579,3.1
1372356000,4.489833,210.96376,5.9
1372366800,5.784185,177.820251,7.9
1372377600,5.595293,168.348679,7
1372388400,5.613208,171.393524,6.8
1372399200,5.390556,187.03273,6.4
1372410000,5.142489,209.855438,4.9
1372420800,4.03491,229.321686,3.6
1372431600,3.89596,240.474014,3.6
1372442400,4.810873,204.434097,6.6
1372453200,5.358927,175.183075,7.3
1372464000,5.330375,171.36824,6.7
1372474800,5.535648,171.167267,6.6
1372485600,5.025943,184.564835,6.1
1372496400,5.040813,207.530899,5.1
1372507200,4.116552,223.622009,3.6
1372518000,3.836379,237.345535,3.8
1372528800,4.740654,204.023849,6.5
1372539600,5.589106,173.218292,7.6
1372550400,5.310603,171.335876,6.6
1372561200,5.658621,173.301987,6.9
1372572000,5.108131,184.828842,6.1
1372582800,5.222308,210.493362,5
1372593600,4.823463,220.459564,4.5
1372604400,4.595791,228.086914,4.6
1372615200,5.411146,203.295914,7.1
1372626000,5.735399,175.800507,7.5
1372636800,5.650319,169.187241,6.9
1372647600,6.25048,169.211426,7.3
1372658400,5.860418,179.315613,6.9
1372669200,5.921123,200.669296,6
1372680000,5.677412,213.941971,5.5
1372690800,6.827364,211.035721,7.7
1372701600,6.731909,186.396591,8.7
1372712400,6.490486,170.421585,8.5
1372723200,6.550374,168.99884,7.8
1372734000,6.870029,168.412018,7.9
1372744800,6.347094,177.290863,7.2
1372755600,6.142809,196.163208,6.2
1372766400,5.218783,211.283829,4.8
1372777200,5.694673,209.220734,5.7
1372788000,6.157248,190.196655,7.6
1372798800,5.616903,168.289963,7.3
1372809600,5.494771,164.699158,6.5
1372820400,5.868092,167.100525,6.7
1372831200,5.03168,181.480484,5.8
1372842000,4.135324,213.459488,3.5
1372852800,2.908006,253.621582,1.9
1372863600,3.026764,259.915253,2.3
1372874400,3.310136,217.389175,4.3
1372885200,4.5101,180.381119,5.7
1372896000,4.79704,168.455826,5.7
1372906800,5.187919,166.285187,6
1372917600,4.224524,184.752365,4.9
1372928400,3.424266,226.893387,2.8
1372939200,3.130144,270.549133,2.4
1372950000,3.651685,258.62854,2.9
1372960800,3.631418,220.532837,4.6
1372971600,4.660923,190.00798,5.8
1372982400,4.543886,172.030396,5.5
1372993200,4.730518,168.16748,5.6
1373004000,4.333682,189.027603,5.1
1373014800,4.18846,223.065063,3.4
1373025600,3.611994,257.041046,2.4
1373036400,3.690867,252.497803,2.4
1373047200,4.866467,212.155151,6.1
1373058000,4.806506,182.981461,6.1
1373068800,4.620411,166.354752,5.6
1373079600,5.501791,164.827087,6.6
1373090400,5.25376,184.147781,6.1
1373101200,4.853803,211.692566,4.4
1373112000,4.00622,233.730789,3
1373122800,3.880683,245.812637,2.8
1373133600,5.377657,208.185303,6.8
1373144400,5.145144,177.437897,6.5
1373155200,5.744737,164.65741,6.9
1373166000,6.180105,166.525894,7.4
1373176800,5.640009,179.898407,6.6
1373187600,5.162955,208.203049,5
1373198400,3.381035,236.826935,1.9
1373209200,3.574591,227.607712,2.4
1373220000,6.571955,192.746307,8.5
1373230800,6.356737,169.48555,8.2
1373241600,6.673905,167.27565,8.3
1373252400,7.197812,167.238068,8.8
1373263200,7.000864,179.099716,8.4
1373274000,6.574595,198.903442,7
1373284800,6.171628,208.766068,6
1373295600,6.514484,203.810669,6.5
1373306400,6.563048,181.746277,8.7
1373317200,6.534708,168.346161,8.5
1373328000,6.565988,166.704529,8.2
1373338800,6.830051,166.452072,8.5
1373349600,6.992317,178.524902,8.4
1373360400,7.612858,196.482971,8.1
1373371200,7.662878,204.190247,7.9
1373382000,7.97402,200.480362,8.7
1373392800,6.540474,183.242996,8.9
1373403600,6.66562,166.818542,8.4
1373414400,6.77502,166.948334,8.3
1373425200,7.407058,166.095078,9
1373436000,6.665891,176.042984,8
1373446800,6.681797,196.699249,7
1373457600,8.003905,202.399597,7.8
1373468400,8.766413,196.160858,9
1373479200,6.47309,181.770554,8.9
1373490000,6.593845,169.337646,9
1373500800,6.506028,164.853012,8
1373511600,7.342438,166.853317,8.8
1373522400,6.992625,176.556549,8.4
1373533200,7.08221,190.659409,7.6
1373544000,7.979687,196.527298,7.9
1373554800,7.907832,190.71312,9
1373565600,6.738575,175.744751,9.6
1373576400,7.308523,162.234421,10.1
1373587200,7.049688,160.614075,8.7
1373598000,7.3507,162.748276,8.7
1373608800,6.579118,172.313278,7.9
1373619600,6.664083,191.073883,7
1373630400,7.09074,199.354874,6.9
1373641200,8.057617,196.140747,8.4
1373652000,6.092495,176.329803,8.3
1373662800,6.219212,163.080154,8.2
1373673600,5.85235,160.016891,7.1
1373684400,6.111252,160.201126,7.3
1373695200,5.383717,177.871017,6.4
1373706000,5.188882,205.330414,5.2
1373716800,4.078455,222.018539,3.6
1373727600,3.955515,227.151428,3.5
1373738400,5.154047,194.494598,6.7
1373749200,5.227055,169.528473,6.4
1373760000,5.10906,163.161118,6.1
1373770800,5.006246,166.602203,6
1373781600,4.798771,183.464615,5.7
1373792400,4.895099,211.806854,4.6
1373803200,4.021965,228.023376,3.6
1373814000,4.262793,228.042755,4.2
1373824800,5.263402,197.12674,6.8
1373835600,5.246723,169.568176,6.7
1373846400,5.406487,166.63205,6.6
1373857200,5.792314,169.75708,7.1
1373868000,5.151903,181.557175,6.2
1373878800,5.091836,208.376968,4.9
1373889600,4.266954,227.184341,3.9
1373900400,4.549483,230.887817,4.1
1373911200,4.551593,202.33905,5.9
1373922000,4.638966,172.568588,5.6
1373932800,5.099216,164.764587,6.2
1373943600,5.692776,166.696091,6.9
1373954400,5.203172,184.077774,6.2
1373965200,4.96529,210.231522,5
1373976000,3.914294,235.091919,3.3
1373986800,3.967884,240.398407,3.2
1373997600,6.198144,198.727264,8.3
1374008400,6.246639,171.623428,8.6
1374019200,5.980836,170.569183,7.5
1374030000,6.629509,169.571472,8.3
1374040800,6.160398,179.348938,7.5
1374051600,6.892206,199.670593,6.9
1374062400,7.492463,205.367996,6.9
1374073200,8.083328,201.709274,7.8
1374084000,6.08185,181.413254,8.4
1374094800,6.206658,165.538345,8
1374105600,6.384238,165.114838,8.1
1374116400,7.227565,165.906067,9
1374127200,7.045594,175.114792,8.6
1374138000,6.714052,194.84346,7
1374148800,6.990851,202.897263,6.5
1374159600,8.608003,196.813995,8.3
1374170400,6.547824,177.198761,9.1
1374181200,7.058222,168.642303,9.7
1374192000,6.866739,165.235199,8.8
1374202800,7.506031,167.926559,9.2
1374213600,7.012589,176.566376,8.3
1374224400,6.655884,193.20108,7
1374235200,7.34834,201.22226,7
1374246000,8.158983,200.745087,8.2
