"meteostationID","timestamp","temperature","pressure","humidity","wind_max_ms","wind_min_ms","wind_avg_ms","wind_direction"
"1chipru_a020a62a11eb","1540484922",NULL,NULL,NULL,"0","0","0","200.7421875"
"1chipru_a020a62a11eb","1540484994",NULL,NULL,NULL,"5.8","0","2.4","342.421875"
"1chipru_a020a62a11eb","1540907213",NULL,NULL,NULL,"4.1","2.1","3.1","29.53125"
"1chipru_a020a62a11eb","1540907522",NULL,NULL,NULL,"3.5","2.5","2.9","44.296875"
"1chipru_a020a62a11eb","1540908141",NULL,NULL,NULL,"3.5","1.2","2.2","32.6953125"
"1chipru_a020a62a11eb","1540908450",NULL,NULL,NULL,"3.6","1.3","2.7","24.2578125"
"1chipru_a020a62a11eb","1540908759",NULL,NULL,NULL,"3.5","1.5","2.5","10.8984375"
"1chipru_a020a62a11eb","1540909067",NULL,NULL,NULL,"2.7","0.8","1.6","354.7265625"
"1chipru_a020a62a11eb","1540909376",NULL,NULL,NULL,"2.2","0","1.5","349.1015625"
"1chipru_a020a62a11eb","1540909685",NULL,NULL,NULL,"2.7","0","1.6","1.0546875"
"1chipru_a020a62a11eb","1540909992",NULL,NULL,NULL,"2.2","1.2","1.5","357.1875"
"1chipru_a020a62a11eb","1540910310",NULL,NULL,NULL,"2.7","1.3","2","348.75"
"1chipru_a020a62a11eb","1540910609",NULL,NULL,NULL,"1.3","0","0.3","348.046875"
"1chipru_a020a62a11eb","1540971364",NULL,NULL,NULL,"8.7","5.1","6.7","18.6328125"
"1chipru_a020a62a11eb","1540971673",NULL,NULL,NULL,"9.2","6.2","7.5","28.828125"
"1chipru_a020a62a11eb","1540971981",NULL,NULL,NULL,"8.1","5.3","6.5","10.8984375"
"1chipru_a020a62a11eb","1540972290",NULL,NULL,NULL,"9.1","6","7.2","24.9609375"
"1chipru_a020a62a11eb","1540972598",NULL,NULL,NULL,"8.6","5.2","6.7","351.2109375"
"1chipru_a020a62a11eb","1540972907",NULL,NULL,NULL,"9.6","5.2","7.3","14.0625"
"1chipru_a020a62a11eb","1540973215",NULL,NULL,NULL,"9.5","5.5","7.7","40.78125"
"1chipru_a020a62a11eb","1540973524",NULL,NULL,NULL,"10","5.6","7.8","27.0703125"
"1chipru_a020a62a11eb","1540973832",NULL,NULL,NULL,"9.7","6.3","8","27.0703125"
"1chipru_a020a62a11eb","1540974141",NULL,NULL,NULL,"9.3","6.1","7.9","10.1953125"
"1chipru_a020a62a11eb","1540974449",NULL,NULL,NULL,"9.3","5.3","7","29.53125"
"1chipru_a020a62a11eb","1540975172",NULL,NULL,NULL,"9.3","5.7","7.6","29.53125"
"1chipru_a020a62a11eb","1540975481",NULL,NULL,NULL,"9.5","6.1","7.8","19.3359375"
"1chipru_a020a62a11eb","1540975789",NULL,NULL,NULL,"9.6","5.6","7.9","14.0625"
"1chipru_a020a62a11eb","1540976098",NULL,NULL,NULL,"9","5.8","7.6","33.046875"
"1chipru_a020a62a11eb","1540976424",NULL,NULL,NULL,"9.3","6.5","8","27.421875"
"1chipru_a020a62a11eb","1540976715",NULL,NULL,NULL,"9.1","6","7.5","37.96875"
"1chipru_a020a62a11eb","1540977025",NULL,NULL,NULL,"8.8","6.5","7.8","29.1796875"
"1chipru_a020a62a11eb","1540977028",NULL,NULL,NULL,"8.8","6.5","7.8","29.1796875"
"1chipru_a020a62a11eb","1540977408",NULL,NULL,NULL,"9.3","6.1","7.6","30.9375"
"1chipru_a020a62a11eb","1540977697",NULL,NULL,NULL,"9.8","5.8","7.9","23.5546875"
"1chipru_a020a62a11eb","1540978005",NULL,NULL,NULL,"9.2","6.3","7.9","5.9765625"
"1chipru_a020a62a11eb","1540978317",NULL,NULL,NULL,"9.7","7.1","8.4","16.5234375"
"1chipru_a020a62a11eb","1540978622",NULL,NULL,NULL,"9.7","5.3","7.3","24.2578125"
"1chipru_a020a62a11eb","1540978943",NULL,NULL,NULL,"9.6","5.1","7.5","15.1171875"
"1chipru_a020a62a11eb","1540979252",NULL,NULL,NULL,"9.5","6.1","7.8","31.9921875"
"1chipru_a020a62a11eb","1540979563",NULL,NULL,NULL,"9.3","6.1","7.6","21.796875"
"1chipru_a020a62a11eb","1540979869",NULL,NULL,NULL,"9.3","5.6","7.7","20.7421875"
"1chipru_a020a62a11eb","1540980178",NULL,NULL,NULL,"9.1","6.3","7.4","16.875"
"1chipru_a020a62a11eb","1540980486",NULL,NULL,NULL,"8.7","5.7","7.1","19.6875"
"1chipru_a020a62a11eb","1540980794",NULL,NULL,NULL,"8.7","5.2","7.3","36.9140625"
"1chipru_a020a62a11eb","1540981110",NULL,NULL,NULL,"8.3","5.6","7.2","22.5"
"1chipru_a020a62a11eb","1540981411",NULL,NULL,NULL,"9.1","6.6","8.1","13.359375"
"1chipru_a020a62a11eb","1540981726",NULL,NULL,NULL,"8.6","5.6","7.1","28.828125"
"1chipru_a020a62a11eb","1540982035",NULL,NULL,NULL,"7.7","4.7","6.2","9.4921875"
"1chipru_a020a62a11eb","1540982336",NULL,NULL,NULL,"7.3","3.7","5.7","7.734375"
"1chipru_a020a62a11eb","1540982651",NULL,NULL,NULL,"9","5","6.7","29.8828125"
"1chipru_a020a62a11eb","1540982959",NULL,NULL,NULL,"8.1","5.6","6.8","20.7421875"
"1chipru_a020a62a11eb","1540983262",NULL,NULL,NULL,"7.6","4.7","6.3","0.703125"
"1chipru_a020a62a11eb","1540983267",NULL,NULL,NULL,"7.6","4.7","6.3","0.703125"
"1chipru_a020a62a11eb","1540983642",NULL,NULL,NULL,"8.2","4.7","6.4","18.6328125"
"1chipru_a020a62a11eb","1540983948",NULL,NULL,NULL,"8.8","5.7","7.2","20.7421875"
"1chipru_a020a62a11eb","1540984257",NULL,NULL,NULL,"8.5","4.6","6.5","15.46875"
"1chipru_a020a62a11eb","1540984565",NULL,NULL,NULL,"8.7","5.2","7.1","25.6640625"
"1chipru_a020a62a11eb","1540984874",NULL,NULL,NULL,"8.1","5.7","6.9","17.578125"
"1chipru_a020a62a11eb","1540985182",NULL,NULL,NULL,"8.3","5.7","6.9","26.71875"
"1chipru_a020a62a11eb","1540985491",NULL,NULL,NULL,"8","5.1","6.7","24.609375"
"1chipru_a020a62a11eb","1540985800",NULL,NULL,NULL,"7.6","4.6","6.4","19.6875"
"1chipru_a020a62a11eb","1540986108",NULL,NULL,NULL,"7","4","5.6","24.609375"
"1chipru_a020a62a11eb","1540986416",NULL,NULL,NULL,"5.6","3","4.6","349.8046875"
"1chipru_a020a62a11eb","1540986726",NULL,NULL,NULL,"7.3","3.5","5","14.0625"
"1chipru_a020a62a11eb","1540987034",NULL,NULL,NULL,"7.3","3.7","5.8","5.2734375"
"1chipru_a020a62a11eb","1540987342",NULL,NULL,NULL,"6.6","4.2","5.1","9.140625"
"1chipru_a020a62a11eb","1540987650",NULL,NULL,NULL,"6.2","3.7","5","5.2734375"
"1chipru_a020a62a11eb","1540987959",NULL,NULL,NULL,"6.1","3.3","4.4","8.4375"
"1chipru_a020a62a11eb","1540988267",NULL,NULL,NULL,"6.1","3.7","5","18.984375"
"1chipru_a020a62a11eb","1540988576",NULL,NULL,NULL,"6","3.6","5.2","35.15625"
"1chipru_a020a62a11eb","1540988884",NULL,NULL,NULL,"6","4.5","5.2","6.328125"
"1chipru_a020a62a11eb","1540989193",NULL,NULL,NULL,"6.8","4.2","5.7","24.2578125"
"1chipru_a020a62a11eb","1540989502",NULL,NULL,NULL,"6.8","3.8","5.4","7.03125"
"1chipru_a020a62a11eb","1540989506",NULL,NULL,NULL,"6.8","3.8","5.4","7.03125"
"1chipru_a020a62a11eb","1540989880",NULL,NULL,NULL,"6.7","3.7","5.1","5.2734375"
"1chipru_a020a62a11eb","1540990187",NULL,NULL,NULL,"6","3.6","4.6","4.921875"
"1chipru_a020a62a11eb","1540990496",NULL,NULL,NULL,"6.2","2.8","4.6","6.328125"
"1chipru_a020a62a11eb","1540990826",NULL,NULL,NULL,"6.1","3.8","4.9","353.671875"
"1chipru_a020a62a11eb","1540991113",NULL,NULL,NULL,"7.1","3.7","5.2","10.1953125"
"1chipru_a020a62a11eb","1540991421",NULL,NULL,NULL,"6.3","4.1","5","4.5703125"
"1chipru_a020a62a11eb","1540991730",NULL,NULL,NULL,"6.1","3.7","4.8","9.140625"
"1chipru_a020a62a11eb","1540992026",NULL,NULL,NULL,"6.2","3.7","5","4.921875"
"1chipru_a020a62a11eb","1540992334",NULL,NULL,NULL,"5.7","3.1","4.6","19.6875"
"1chipru_a020a62a11eb","1540992643",NULL,NULL,NULL,"5.8","2.8","4.4","1.0546875"
"1chipru_a020a62a11eb","1540992951",NULL,NULL,NULL,"4.7","2.1","3.6","16.5234375"
"1chipru_a020a62a11eb","1540993272",NULL,NULL,NULL,"5.5","3","4","358.2421875"
"1chipru_a020a62a11eb","1540993581",NULL,NULL,NULL,"5.3","2.3","4","0"
"1chipru_a020a62a11eb","1540993889",NULL,NULL,NULL,"4.7","2.8","3.7","350.5078125"
"1chipru_a020a62a11eb","1540994198",NULL,NULL,NULL,"4.6","2.5","3.3","353.3203125"
"1chipru_a020a62a11eb","1540994506",NULL,NULL,NULL,"4.3","2.7","3.5","20.7421875"
"1chipru_a020a62a11eb","1540994815",NULL,NULL,NULL,"4.7","2.7","3.5","3.515625"
"1chipru_a020a62a11eb","1540995123",NULL,NULL,NULL,"4.7","2.8","3.8","2.4609375"
"1chipru_a020a62a11eb","1540995432",NULL,NULL,NULL,"4.7","2.8","3.8","8.4375"
"1chipru_a020a62a11eb","1540995740",NULL,NULL,NULL,"4.5","3","3.6","1.7578125"
"1chipru_a020a62a11eb","1540995745",NULL,NULL,NULL,"4.5","3","3.6","1.7578125"
"1chipru_a020a62a11eb","1540996119",NULL,NULL,NULL,"4.5","2.7","3.7","350.5078125"
"1chipru_a020a62a11eb","1540996426",NULL,NULL,NULL,"4","2","3","10.8984375"
"1chipru_a020a62a11eb","1540996722",NULL,NULL,NULL,"3.7","2.1","2.8","8.7890625"
"1chipru_a020a62a11eb","1540997031",NULL,NULL,NULL,"3.5","2.3","2.9","1.7578125"
"1chipru_a020a62a11eb","1540997339",NULL,NULL,NULL,"3.1","1.7","2.5","359.296875"
"1chipru_a020a62a11eb","1540997648",NULL,NULL,NULL,"2.6","0.8","1.8","6.328125"
"1chipru_a020a62a11eb","1540997956",NULL,NULL,NULL,"2.3","1.2","1.8","11.25"
"1chipru_a020a62a11eb","1540998265",NULL,NULL,NULL,"2.6","1.3","1.9","6.328125"
"1chipru_a020a62a11eb","1540998573",NULL,NULL,NULL,"3.3","1.6","2.3","359.296875"
"1chipru_a020a62a11eb","1540998882",NULL,NULL,NULL,"2.6","1.2","2","357.1875"
"1chipru_a020a62a11eb","1540999190",NULL,NULL,NULL,"3.3","1.3","2.1","0"
"1chipru_a020a62a11eb","1540999499",NULL,NULL,NULL,"3.5","1.5","2.2","7.734375"
"1chipru_a020a62a11eb","1540999807",NULL,NULL,NULL,"2.7","1.8","2.3","8.0859375"
"1chipru_a020a62a11eb","1541000117",NULL,NULL,NULL,"3.7","2","2.5","17.9296875"
"1chipru_a020a62a11eb","1541000425",NULL,NULL,NULL,"3.5","1.7","2.3","13.359375"
"1chipru_a020a62a11eb","1541000733",NULL,NULL,NULL,"3.1","1.7","2.5","346.2890625"
"1chipru_a020a62a11eb","1541001042",NULL,NULL,NULL,"3.3","2.2","2.9","7.734375"
"1chipru_a020a62a11eb","1541001350",NULL,NULL,NULL,"4","2.3","2.9","10.1953125"
"1chipru_a020a62a11eb","1541001658",NULL,NULL,NULL,"4","2.5","3.4","14.765625"
"1chipru_a020a62a11eb","1541001966",NULL,NULL,NULL,"4","2.5","3.1","348.046875"
"1chipru_a020a62a11eb","1541002345",NULL,NULL,NULL,"4.2","2.2","3.3","0"
"1chipru_a020a62a11eb","1541002653",NULL,NULL,NULL,"4.5","2","3.1","2.8125"
"1chipru_a020a62a11eb","1541002961",NULL,NULL,NULL,"4.5","2.6","3.4","357.5390625"
"1chipru_a020a62a11eb","1541003270",NULL,NULL,NULL,"3.8","2.5","3","348.046875"
"1chipru_a020a62a11eb","1541003578",NULL,NULL,NULL,"3.7","2","2.6","344.1796875"
"1chipru_a020a62a11eb","1541003886",NULL,NULL,NULL,"2.5","1.1","1.7","325.8984375"
"1chipru_a020a62a11eb","1541004195",NULL,NULL,NULL,"1.8","0.1","1","324.84375"
"1chipru_a020a62a11eb","1541004507",NULL,NULL,NULL,"2.1","0","1.3","321.328125"
"1chipru_a020a62a11eb","1541004812",NULL,NULL,NULL,"1.8","0.1","1.1","325.8984375"
"1chipru_a020a62a11eb","1541005120",NULL,NULL,NULL,"1.6","0.1","0.8","325.546875"
"1chipru_a020a62a11eb","1541005438",NULL,NULL,NULL,"1.8","0","1.1","325.546875"
"1chipru_a020a62a11eb","1541005737",NULL,NULL,NULL,"2.1","0.1","1.1","327.65625"
"1chipru_a020a62a11eb","1541006046",NULL,NULL,NULL,"2.3","0.8","1.6","340.3125"
"1chipru_a020a62a11eb","1541006354",NULL,NULL,NULL,"1.8","0.1","1.3","340.6640625"
"1chipru_a020a62a11eb","1541006663",NULL,NULL,NULL,"1.7","0.1","1.1","327.3046875"
"1chipru_a020a62a11eb","1541006978",NULL,NULL,NULL,"1.8","0.1","1.2","328.7109375"
"1chipru_a020a62a11eb","1541007280",NULL,NULL,NULL,"2.2","0","0.9","328.7109375"
"1chipru_a020a62a11eb","1541007591",NULL,NULL,NULL,"1.5","0","0.9","10.546875"
"1chipru_a020a62a11eb","1541007897",NULL,NULL,NULL,"1.7","1","1.2","10.546875"
"1chipru_a020a62a11eb","1541008205",NULL,NULL,NULL,"1.6","0.1","1.1","349.8046875"
"1chipru_a020a62a11eb","1541008584",NULL,NULL,NULL,"2","1","1.3","322.734375"
"1chipru_a020a62a11eb","1541008894",NULL,NULL,NULL,"1.8","1","1.3","309.375"
"1chipru_a020a62a11eb","1541009202",NULL,NULL,NULL,"1.5","0","0.9","308.3203125"
"1chipru_a020a62a11eb","1541009511",NULL,NULL,NULL,"2","1","1.5","308.3203125"
"1chipru_a020a62a11eb","1541009819",NULL,NULL,NULL,"2.2","0.2","1.5","307.265625"
"1chipru_a020a62a11eb","1541010128",NULL,NULL,NULL,"1.7","0","0.4","310.78125"
"1chipru_a020a62a11eb","1541010436",NULL,NULL,NULL,"0.1","0","0","310.78125"
"1chipru_a020a62a11eb","1541010747",NULL,NULL,NULL,"0","0","0","316.7578125"
"1chipru_a020a62a11eb","1541011053",NULL,NULL,NULL,"0","0","0","310.78125"
"1chipru_a020a62a11eb","1541011362",NULL,NULL,NULL,"1.1","0","0.5","310.78125"
"1chipru_a020a62a11eb","1541011671",NULL,NULL,NULL,"1.5","0","0.8","310.4296875"
"1chipru_a020a62a11eb","1541011980",NULL,NULL,NULL,"1.3","0","0.9","20.390625"
"1chipru_a020a62a11eb","1541012288",NULL,NULL,NULL,"1.7","0","0.2","20.0390625"
"1chipru_a020a62a11eb","1541012596",NULL,NULL,NULL,"0","0","0","18.984375"
"1chipru_a020a62a11eb","1541012904",NULL,NULL,NULL,"0.1","0","0","20.390625"
"1chipru_a020a62a11eb","1541013213",NULL,NULL,NULL,"1.1","0","0","19.6875"
"1chipru_a020a62a11eb","1541013521",NULL,NULL,NULL,"0","0","0","19.3359375"
"1chipru_a020a62a11eb","1541013830",NULL,NULL,NULL,"0.8","0","0","18.984375"
"1chipru_a020a62a11eb","1541014138",NULL,NULL,NULL,"1.7","0","0.8","18.984375"
"1chipru_a020a62a11eb","1541014447",NULL,NULL,NULL,"2.1","0","1.5","349.1015625"
"1chipru_a020a62a11eb","1541014826",NULL,NULL,NULL,"1.3","0","0.9","348.3984375"
"1chipru_a020a62a11eb","1541015135",NULL,NULL,NULL,"1.5","0.1","1.1","349.1015625"
"1chipru_a020a62a11eb","1541015444",NULL,NULL,NULL,"1","0","0.4","349.1015625"
"1chipru_a020a62a11eb","1541015752",NULL,NULL,NULL,"1.3","0","0.7","348.3984375"
"1chipru_a020a62a11eb","1541016061",NULL,NULL,NULL,"1.5","0.8","1.2","329.4140625"
"1chipru_a020a62a11eb","1541016369",NULL,NULL,NULL,"1.7","1.1","1.4","297.7734375"
"1chipru_a020a62a11eb","1541016678",NULL,NULL,NULL,"1.8","1.2","1.5","303.046875"
"1chipru_a020a62a11eb","1541016986",NULL,NULL,NULL,"1.8","1.1","1.5","307.6171875"
"1chipru_a020a62a11eb","1541017295",NULL,NULL,NULL,"2","0.2","1.3","320.2734375"
"1chipru_a020a62a11eb","1541017603",NULL,NULL,NULL,"1.5","0.2","1.1","320.2734375"
"1chipru_a020a62a11eb","1541017912",NULL,NULL,NULL,"1.3","0","0.6","320.2734375"
"1chipru_a020a62a11eb","1541018220",NULL,NULL,NULL,"1","0","0.1","320.9765625"
"1chipru_a020a62a11eb","1541018529",NULL,NULL,NULL,"1","0","0","321.6796875"
"1chipru_a020a62a11eb","1541018837",NULL,NULL,NULL,"1.6","0","0.7","299.1796875"
"1chipru_a020a62a11eb","1541019146",NULL,NULL,NULL,"1.2","0","0.4","299.53125"
"1chipru_a020a62a11eb","1541019454",NULL,NULL,NULL,"2.7","0","1","256.640625"
"1chipru_a020a62a11eb","1541019763",NULL,NULL,NULL,"1.8","0","0.4","263.3203125"
"1chipru_a020a62a11eb","1541020071",NULL,NULL,NULL,"0.1","0","0","263.671875"
"1chipru_a020a62a11eb","1541020380",NULL,NULL,NULL,"1","0","0.1","264.0234375"
"1chipru_a020a62a11eb","1541020688",NULL,NULL,NULL,"0","0","0","263.671875"
"1chipru_a020a62a11eb","1541021068",NULL,NULL,NULL,"0","0","0","264.0234375"
"1chipru_a020a62a11eb","1541021374",NULL,NULL,NULL,"0","0","0","263.671875"
"1chipru_a020a62a11eb","1541021683",NULL,NULL,NULL,"0","0","0","263.3203125"
"1chipru_a020a62a11eb","1541021991",NULL,NULL,NULL,"1.3","0","0.3","274.5703125"
"1chipru_a020a62a11eb","1541022301",NULL,NULL,NULL,"2.1","0.1","1.3","307.96875"
"1chipru_a020a62a11eb","1541022608",NULL,NULL,NULL,"1.7","0","0.7","286.875"
"1chipru_a020a62a11eb","1541022917",NULL,NULL,NULL,"2.3","1.1","1.7","304.1015625"
"1chipru_a020a62a11eb","1541023228",NULL,NULL,NULL,"4.1","1.3","2.7","306.2109375"
"1chipru_a020a62a11eb","1541023534",NULL,NULL,NULL,"3","0.8","1.9","297.0703125"
"1chipru_a020a62a11eb","1541023842",NULL,NULL,NULL,"3.1","0.1","1.9","290.390625"
"1chipru_a020a62a11eb","1541024152",NULL,NULL,NULL,"3.2","0.2","1.6","286.5234375"
"1chipru_a020a62a11eb","1541024463",NULL,NULL,NULL,"3.5","0","1.3","313.9453125"
"1chipru_a020a62a11eb","1541024768",NULL,NULL,NULL,"2.7","0","0.8","300.9375"
"1chipru_a020a62a11eb","1541025076",NULL,NULL,NULL,"1.1","0","0.3","69.2578125"
"1chipru_a020a62a11eb","1541025384",NULL,NULL,NULL,"0.2","0","0","68.203125"
"1chipru_a020a62a11eb","1541025693",NULL,NULL,NULL,"0.2","0","0","95.625"
"1chipru_a020a62a11eb","1541026001",NULL,NULL,NULL,"0","0","0","351.5625"
"1chipru_a020a62a11eb","1541026310",NULL,NULL,NULL,"2.2","0","1","293.203125"
"1chipru_a020a62a11eb","1541026618",NULL,NULL,NULL,"2.5","1.2","2","295.3125"
"1chipru_a020a62a11eb","1541026927",NULL,NULL,NULL,"3","1.2","2.2","319.921875"
"1chipru_a020a62a11eb","1541027306",NULL,NULL,NULL,"2.7","1.6","2.2","303.046875"
"1chipru_a020a62a11eb","1541027613",NULL,NULL,NULL,"2.8","1.5","2.2","301.2890625"
"1chipru_a020a62a11eb","1541027922",NULL,NULL,NULL,"2.6","1.1","1.6","306.2109375"
"1chipru_a020a62a11eb","1541028230",NULL,NULL,NULL,"2.3","0.2","1.5","298.4765625"
"1chipru_a020a62a11eb","1541028538",NULL,NULL,NULL,"3.1","1","1.8","304.453125"
"1chipru_a020a62a11eb","1541028847",NULL,NULL,NULL,"3.3","1.6","2.3","311.484375"
"1chipru_a020a62a11eb","1541029155",NULL,NULL,NULL,"2.8","1.1","1.9","316.7578125"
"1chipru_a020a62a11eb","1541029464",NULL,NULL,NULL,"3.1","0.1","1.8","320.2734375"
"1chipru_a020a62a11eb","1541029772",NULL,NULL,NULL,"2.8","0.1","1.2","305.5078125"
"1chipru_a020a62a11eb","1541030081",NULL,NULL,NULL,"3.1","1","1.7","304.8046875"
"1chipru_a020a62a11eb","1541030390",NULL,NULL,NULL,"2.6","0","1.4","325.8984375"
"1chipru_a020a62a11eb","1541030698",NULL,NULL,NULL,"3.7","0.2","1.6","299.1796875"
"1chipru_a020a62a11eb","1541031006",NULL,NULL,NULL,"4","0.8","2.3","319.921875"
"1chipru_a020a62a11eb","1541031315",NULL,NULL,NULL,"4","1.5","2.7","291.4453125"
"1chipru_a020a62a11eb","1541031624",NULL,NULL,NULL,"3.5","1.1","2.3","294.9609375"
"1chipru_a020a62a11eb","1541031932",NULL,NULL,NULL,"3","1.1","1.8","321.6796875"
"1chipru_a020a62a11eb","1541032240",NULL,NULL,NULL,"3.6","0.1","1.6","346.2890625"
"1chipru_a020a62a11eb","1541032549",NULL,NULL,NULL,"3.1","0.8","2","331.875"
"1chipru_a020a62a11eb","1541032857",NULL,NULL,NULL,"2.8","0.2","1.8","302.34375"
"1chipru_a020a62a11eb","1541033166",NULL,NULL,NULL,"3.1","0","1.5","306.9140625"
"1chipru_a020a62a11eb","1541033547",NULL,NULL,NULL,"2.7","0.1","1.5","324.4921875"
"1chipru_a020a62a11eb","1541033852",NULL,NULL,NULL,"2.6","0","1.2","302.6953125"
"1chipru_a020a62a11eb","1541034160",NULL,NULL,NULL,"1.6","0","0.6","320.9765625"
"1chipru_a020a62a11eb","1541034469",NULL,NULL,NULL,"2.1","0","0.4","220.078125"
"1chipru_a020a62a11eb","1541034777",NULL,NULL,NULL,"2","0","0.5","259.1015625"
"1chipru_a020a62a11eb","1541035086",NULL,NULL,NULL,"2","0","0.8","257.6953125"
"1chipru_a020a62a11eb","1541035394",NULL,NULL,NULL,"2.6","0","1.3","225"
"1chipru_a020a62a11eb","1541035703",NULL,NULL,NULL,"1.6","0.2","1","227.109375"
"1chipru_a020a62a11eb","1541036011",NULL,NULL,NULL,"2.5","0","0.8","238.359375"
"1chipru_a020a62a11eb","1541036320",NULL,NULL,NULL,"1","0","0","238.0078125"
"1chipru_a020a62a11eb","1541036628",NULL,NULL,NULL,"3","0","0.9","350.15625"
"1chipru_a020a62a11eb","1541036937",NULL,NULL,NULL,"3","0.8","1.6","327.65625"
"1chipru_a020a62a11eb","1541037246",NULL,NULL,NULL,"2.7","0.8","1.6","331.875"
"1chipru_a020a62a11eb","1541037554",NULL,NULL,NULL,"3.1","1.2","1.9","320.625"
"1chipru_a020a62a11eb","1541037862",NULL,NULL,NULL,"2.3","0","1.4","338.5546875"
"1chipru_a020a62a11eb","1541038171",NULL,NULL,NULL,"2.8","0.8","1.8","323.4375"
"1chipru_a020a62a11eb","1541038479",NULL,NULL,NULL,"2.2","1","1.5","302.6953125"
"1chipru_a020a62a11eb","1541038788",NULL,NULL,NULL,"2","0","1.2","314.6484375"
"1chipru_a020a62a11eb","1541039096",NULL,NULL,NULL,"2.5","0","1.4","331.875"
"1chipru_a020a62a11eb","1541039405",NULL,NULL,NULL,"2.3","0.1","1.3","332.2265625"
"1chipru_a020a62a11eb","1541039783",NULL,NULL,NULL,"2","0","0.8","311.484375"
"1chipru_a020a62a11eb","1541040091",NULL,NULL,NULL,"1.5","0","0.7","311.484375"
"1chipru_a020a62a11eb","1541040399",NULL,NULL,NULL,"1.6","0.1","1.1","307.6171875"
"1chipru_a020a62a11eb","1541040717",NULL,NULL,NULL,"2.1","0.2","1.1","299.8828125"
"1chipru_a020a62a11eb","1541041016",NULL,NULL,NULL,"2.1","0","1.2","301.2890625"
"1chipru_a020a62a11eb","1541041325",NULL,NULL,NULL,"2.1","1","1.6","298.828125"
"1chipru_a020a62a11eb","1541041633",NULL,NULL,NULL,"2.1","0.8","1.5","302.6953125"
"1chipru_a020a62a11eb","1541041942",NULL,NULL,NULL,"2.5","0.8","1.6","307.96875"
"1chipru_a020a62a11eb","1541042253",NULL,NULL,NULL,"2.7","1.3","2","306.2109375"
"1chipru_a020a62a11eb","1541042559",NULL,NULL,NULL,"2.2","0.2","1.5","301.9921875"
"1chipru_a020a62a11eb","1541042867",NULL,NULL,NULL,"2.1","0.2","1.5","303.75"
"1chipru_a020a62a11eb","1541043175",NULL,NULL,NULL,"2","0","1","324.4921875"
"1chipru_a020a62a11eb","1541043484",NULL,NULL,NULL,"2","0.1","1.2","335.0390625"
"1chipru_a020a62a11eb","1541043793",NULL,NULL,NULL,"2.8","0.2","1.4","290.7421875"
"1chipru_a020a62a11eb","1541044101",NULL,NULL,NULL,"3","1.3","2","289.6875"
"1chipru_a020a62a11eb","1541044410",NULL,NULL,NULL,"3.8","0.8","2.4","312.5390625"
"1chipru_a020a62a11eb","1541044718",NULL,NULL,NULL,"4.8","1.6","3.2","283.359375"
"1chipru_a020a62a11eb","1541045030",NULL,NULL,NULL,"4.2","1.6","2.7","301.2890625"
"1chipru_a020a62a11eb","1541045335",NULL,NULL,NULL,"3.3","1.5","2.3","334.6875"
"1chipru_a020a62a11eb","1541045643",NULL,NULL,NULL,"2.7","0.1","1.5","322.03125"
"1chipru_a020a62a11eb","1541046022",NULL,NULL,NULL,"3.7","1.1","2.4","302.6953125"
"1chipru_a020a62a11eb","1541046330",NULL,NULL,NULL,"4","1.5","2.5","303.75"
"1chipru_a020a62a11eb","1541046638",NULL,NULL,NULL,"4.2","1.3","2.6","329.4140625"
"1chipru_a020a62a11eb","1541046947",NULL,NULL,NULL,"3.5","1","2","298.4765625"
"1chipru_a020a62a11eb","1541047255",NULL,NULL,NULL,"4.1","1.1","2.4","288.28125"
"1chipru_a020a62a11eb","1541047564",NULL,NULL,NULL,"3.6","0.2","1.8","292.5"
"1chipru_a020a62a11eb","1541047872",NULL,NULL,NULL,"3.5","0.1","1.7","331.875"
"1chipru_a020a62a11eb","1541048181",NULL,NULL,NULL,"3.6","1","2.5","311.484375"
"1chipru_a020a62a11eb","1541048496",NULL,NULL,NULL,"2.5","0.1","1.4","324.140625"
"1chipru_a020a62a11eb","1541048798",NULL,NULL,NULL,"3","1.3","2","345.9375"
"1chipru_a020a62a11eb","1541049106",NULL,NULL,NULL,"3.6","0.1","1.7","304.8046875"
"1chipru_a020a62a11eb","1541049415",NULL,NULL,NULL,"3.6","0.1","2.1","325.8984375"
"1chipru_a020a62a11eb","1541049723",NULL,NULL,NULL,"3.5","0.1","1.7","331.5234375"
"1chipru_a020a62a11eb","1541050032",NULL,NULL,NULL,"3","0","1.7","313.2421875"
"1chipru_a020a62a11eb","1541050340",NULL,NULL,NULL,"3.3","0","1.7","300.234375"
"1chipru_a020a62a11eb","1541050649",NULL,NULL,NULL,"2.2","0.1","1.2","305.859375"
"1chipru_a020a62a11eb","1541050957",NULL,NULL,NULL,"3","0","1.3","337.8515625"
"1chipru_a020a62a11eb","1541051266",NULL,NULL,NULL,"2.3","0","1.2","318.515625"
"1chipru_a020a62a11eb","1541051574",NULL,NULL,NULL,"2.6","0","1.3","351.9140625"
"1chipru_a020a62a11eb","1541051883",NULL,NULL,NULL,"2.5","1","1.7","353.3203125"
"1chipru_a020a62a11eb","1541052261",NULL,NULL,NULL,"2.6","0.1","1.3","325.8984375"
"1chipru_a020a62a11eb","1541052571",NULL,NULL,NULL,"2","0.8","1.4","358.59375"
"1chipru_a020a62a11eb","1541052880",NULL,NULL,NULL,"1.8","0","0.8","44.6484375"
